# THALASSA - CARTESIAN COORDINATES                                                                                                                                                                      
#================================================================================================================================================================                                       
#                  MJD                 X [km]                 Y [km]                 Z [km]                VX [km]                VY [km]                VZ [km]                                        
 5.904300000000000E+04, 6.628000000000000E+03, 0.000000000000000E+00, 0.000000000000000E+00, 0.000000000000000E+00, 7.754925639435714E+00, 0.000000000000000E+00
 5.904400000000000E+04, 4.244389435884009E+03, 5.085671373198895E+03,-5.335380819278398E-03,-5.961611183202359E+00, 4.965634780166903E+00, 1.178726369320581E-05
 5.904500000000000E+04,-1.387338659932948E+03, 6.469297260606061E+03, 1.422202842251504E-02,-7.592072887208467E+00,-1.639547142204683E+00, 2.660668847500610E-05
 5.904600000000000E+04,-6.034571893586231E+03, 2.692718445161217E+03, 4.609098077609734E-02,-3.160829663058487E+00,-7.104560280128671E+00,-5.148109245821422E-07
 5.904700000000000E+04,-5.615164323504853E+03,-3.474946153246183E+03, 3.577458895601066E-02, 4.094948064523967E+00,-6.615795434172870E+00,-6.943723742795969E-05
 5.904800000000000E+04,-5.733270648592124E+01,-6.604559568486664E+03,-4.293305321230242E-02, 7.777782227554837E+00,-7.505794892529270E-02,-9.883609210691790E-05
 5.904900000000000E+04, 5.678262498804458E+03,-3.384733051311455E+03,-1.192901525943651E-01, 3.987442786031510E+00, 6.669356497920228E+00,-9.312402462637816E-06
 5.905000000000000E+04, 5.676462546714581E+03, 3.397107921457719E+03,-7.775507366558886E-02,-3.982454732803900E+00, 6.664612850973462E+00, 1.407184078929650E-04
 5.905100000000000E+04,-5.470859485035736E+02, 6.591233367499323E+03, 8.077666230545541E-02,-7.737631081271283E+00,-6.463548622578377E-01, 1.656790291900506E-04
 5.905200000000000E+04,-6.244243195341530E+03, 2.154804713719176E+03, 1.757591098233632E-01,-2.526619169780658E+00,-7.351169142490818E+00,-1.909830411938614E-05
 5.905300000000000E+04,-4.262690164003594E+03,-5.033871800084118E+03, 5.019933811347378E-02, 5.943428184203614E+00,-5.025255615958603E+00,-2.094574618434549E-04
 5.905400000000000E+04, 3.412115428167577E+03,-5.641916870095708E+03,-1.578370225340024E-01, 6.663710833763945E+00, 4.025696121332924E+00,-1.196539078115415E-04
 5.905500000000000E+04, 6.367078944960154E+03, 1.731807003378774E+03,-1.328463692572413E-01,-2.032866931092116E+00, 7.507852390778456E+00, 1.570203045748778E-04
 5.905600000000000E+04,-2.257847299260918E+02, 6.599212486687968E+03, 1.156473849143810E-01,-7.767035233401724E+00,-2.624264234395008E-01, 1.774232522543028E-04
 5.905700000000000E+04,-6.529050201526762E+03, 9.558954268816823E+02, 1.616543461988849E-01,-1.120086232190688E+00,-7.694139183958305E+00,-1.298742413733356E-04
 5.905800000000000E+04,-1.733874602791624E+03,-6.355447582379273E+03,-1.165965114963523E-01, 7.513964356505533E+00,-2.042836544617371E+00,-2.021685647022681E-04
 5.905900000000000E+04, 6.239083350272766E+03,-2.098385106328595E+03,-1.779892894052071E-01, 2.486235386669439E+00, 7.383935779525600E+00, 1.580650726127451E-04
 5.906000000000000E+04, 2.066047238794138E+03, 6.254736134976461E+03, 1.592125356885861E-01,-7.389003106698356E+00, 2.448470003767482E+00, 2.118170859447889E-04
 5.906100000000000E+04,-6.389010272730136E+03, 1.610111426212619E+03, 1.661431125847757E-01,-1.900384723083941E+00,-7.544649600123575E+00,-2.259983623404346E-04
 5.906200000000000E+04,-6.413371140207832E+02,-6.547272250961854E+03,-2.263717956512037E-01, 7.753892487236183E+00,-7.526504632439970E-01,-1.543353630321549E-04
 5.906300000000000E+04, 6.505879279470054E+03, 9.160721528267213E+02,-6.386969929158784E-02,-1.086118511563060E+00, 7.722140167397091E+00, 3.017532634292109E-04
 5.906400000000000E+04,-2.987767195184357E+03, 5.854626085282106E+03, 2.541151494308768E-01,-6.943213546921585E+00,-3.537061204858218E+00,-3.913538700708634E-05
 5.906500000000000E+04,-4.028729599252567E+03,-5.189414949992935E+03,-1.430476690459887E-01, 6.157821730152646E+00,-4.776224747116576E+00,-2.352770241940007E-04
 5.906600000000000E+04, 6.530964944782013E+03,-5.741388476755315E+02,-6.720122590801816E-02, 6.810552492694878E-01, 7.775690989314153E+00, 2.609969739130139E-04
 5.906700000000000E+04,-3.967151250040311E+03, 5.214540620089637E+03, 1.829133913768239E-01,-6.214631214515906E+00,-4.722884607416464E+00,-1.306921410411662E-04
 5.906800000000000E+04, 3.116312328332047E+02,-6.533633302867640E+03,-1.986807901111169E-01, 7.802337281191940E+00, 3.747945635939346E-01, 1.436756563741869E-05
 5.906900000000000E+04, 6.116210103709990E+02, 6.469457434176908E+03, 1.872232783035383E-01,-7.803426401861353E+00, 7.350365686625270E-01,-1.304004907671293E-05
 5.906900072132915E+04, 1.240240049155979E+02, 6.496952782993320E+03, 1.858812472465846E-01,-7.836662371645787E+00, 1.468939512924070E-01,-3.000669791245488E-05
